2025-02-15T22:25:30,232.77%,11.73MiB / 23.33GiB,0.05%
2025-02-15T22:25:34,234.85%,11.53MiB / 23.33GiB,0.05%
2025-02-15T22:25:37,235.56%,11.21MiB / 23.33GiB,0.05%
2025-02-15T22:25:41,237.55%,11.39MiB / 23.33GiB,0.05%
2025-02-15T22:25:45,233.78%,11.76MiB / 23.33GiB,0.05%
2025-02-15T22:25:48,234.89%,11.74MiB / 23.33GiB,0.05%
2025-02-15T22:25:52,234.90%,11.27MiB / 23.33GiB,0.05%
2025-02-15T22:25:55,232.02%,11.64MiB / 23.33GiB,0.05%
2025-02-15T22:25:59,236.43%,10.86MiB / 23.33GiB,0.05%
2025-02-15T22:26:03,234.34%,11.43MiB / 23.33GiB,0.05%
2025-02-15T22:26:06,229.52%,11.66MiB / 23.33GiB,0.05%
2025-02-15T22:26:10,231.56%,11.52MiB / 23.33GiB,0.05%
2025-02-15T22:26:14,233.16%,11.49MiB / 23.33GiB,0.05%
2025-02-15T22:26:17,232.44%,11.29MiB / 23.33GiB,0.05%
2025-02-15T22:26:21,230.30%,11.39MiB / 23.33GiB,0.05%
2025-02-15T22:26:24,230.51%,11.54MiB / 23.33GiB,0.05%
2025-02-15T22:26:28,231.07%,11.6MiB / 23.33GiB,0.05%
2025-02-15T22:26:32,235.29%,11.61MiB / 23.33GiB,0.05%
2025-02-15T22:26:35,234.92%,11.61MiB / 23.33GiB,0.05%
2025-02-15T22:26:39,235.57%,11.48MiB / 23.33GiB,0.05%
2025-02-15T22:26:43,232.84%,11.28MiB / 23.33GiB,0.05%
2025-02-15T22:26:46,234.85%,11.11MiB / 23.33GiB,0.05%
2025-02-15T22:26:50,232.83%,11.46MiB / 23.33GiB,0.05%
2025-02-15T22:26:53,229.01%,11.28MiB / 23.33GiB,0.05%
2025-02-15T22:26:57,228.22%,11.76MiB / 23.33GiB,0.05%
2025-02-15T22:27:01,234.15%,11.47MiB / 23.33GiB,0.05%
2025-02-15T22:27:04,240.87%,12.27MiB / 23.33GiB,0.05%
2025-02-15T22:27:08,232.92%,11.54MiB / 23.33GiB,0.05%
2025-02-15T22:27:11,231.75%,11.56MiB / 23.33GiB,0.05%
2025-02-15T22:27:15,234.07%,11.68MiB / 23.33GiB,0.05%
2025-02-15T22:27:19,233.74%,11.47MiB / 23.33GiB,0.05%
2025-02-15T22:27:22,235.34%,11.93MiB / 23.33GiB,0.05%
2025-02-15T22:27:26,229.88%,11.61MiB / 23.33GiB,0.05%
2025-02-15T22:27:30,233.95%,11.83MiB / 23.33GiB,0.05%
2025-02-15T22:27:33,231.39%,11.38MiB / 23.33GiB,0.05%
2025-02-15T22:27:37,230.24%,11.25MiB / 23.33GiB,0.05%
2025-02-15T22:27:40,232.58%,11.65MiB / 23.33GiB,0.05%
2025-02-15T22:27:44,231.87%,11.39MiB / 23.33GiB,0.05%
2025-02-15T22:27:48,236.30%,11.42MiB / 23.33GiB,0.05%
2025-02-15T22:27:51,233.85%,11.48MiB / 23.33GiB,0.05%
2025-02-15T22:27:55,233.85%,11.74MiB / 23.33GiB,0.05%
2025-02-15T22:27:59,231.48%,11.27MiB / 23.33GiB,0.05%
2025-02-15T22:28:02,234.15%,11.54MiB / 23.33GiB,0.05%
2025-02-15T22:28:06,233.99%,11.75MiB / 23.33GiB,0.05%
2025-02-15T22:28:09,235.74%,11.44MiB / 23.33GiB,0.05%
2025-02-15T22:28:13,232.99%,11.59MiB / 23.33GiB,0.05%
2025-02-15T22:28:17,231.93%,11.62MiB / 23.33GiB,0.05%
2025-02-15T22:28:20,232.64%,11.45MiB / 23.33GiB,0.05%
2025-02-15T22:28:24,232.52%,11.44MiB / 23.33GiB,0.05%
2025-02-15T22:28:28,230.35%,11.47MiB / 23.33GiB,0.05%
2025-02-15T22:28:31,232.51%,11.5MiB / 23.33GiB,0.05%
2025-02-15T22:28:35,231.90%,11.77MiB / 23.33GiB,0.05%
2025-02-15T22:28:38,233.26%,11.73MiB / 23.33GiB,0.05%
2025-02-15T22:28:42,230.21%,11.47MiB / 23.33GiB,0.05%
2025-02-15T22:28:46,233.24%,11.39MiB / 23.33GiB,0.05%
2025-02-15T22:28:49,235.78%,11.53MiB / 23.33GiB,0.05%
2025-02-15T22:28:53,229.10%,11.71MiB / 23.33GiB,0.05%
2025-02-15T22:28:56,232.01%,11.43MiB / 23.33GiB,0.05%
2025-02-15T22:29:00,231.70%,11.23MiB / 23.33GiB,0.05%
2025-02-15T22:29:04,232.47%,11.53MiB / 23.33GiB,0.05%
2025-02-15T22:29:07,231.94%,11.62MiB / 23.33GiB,0.05%
2025-02-15T22:29:11,233.64%,11.17MiB / 23.33GiB,0.05%
2025-02-15T22:29:15,234.20%,11.45MiB / 23.33GiB,0.05%
2025-02-15T22:29:18,234.60%,11.44MiB / 23.33GiB,0.05%
2025-02-15T22:29:22,233.82%,11.34MiB / 23.33GiB,0.05%
2025-02-15T22:29:25,235.50%,11.5MiB / 23.33GiB,0.05%
2025-02-15T22:29:29,232.52%,11.51MiB / 23.33GiB,0.05%
2025-02-15T22:29:33,233.07%,11.56MiB / 23.33GiB,0.05%
2025-02-15T22:29:36,232.13%,11.57MiB / 23.33GiB,0.05%
2025-02-15T22:29:40,233.29%,11.39MiB / 23.33GiB,0.05%
2025-02-15T22:29:44,234.58%,11.45MiB / 23.33GiB,0.05%
2025-02-15T22:29:47,234.06%,11.73MiB / 23.33GiB,0.05%
2025-02-15T22:29:51,233.62%,11.64MiB / 23.33GiB,0.05%
2025-02-15T22:29:54,232.51%,11.45MiB / 23.33GiB,0.05%
2025-02-15T22:29:58,232.35%,11.41MiB / 23.33GiB,0.05%
2025-02-15T22:30:02,234.61%,11.4MiB / 23.33GiB,0.05%
2025-02-15T22:30:05,236.57%,11.84MiB / 23.33GiB,0.05%
2025-02-15T22:30:09,231.78%,11.71MiB / 23.33GiB,0.05%
2025-02-15T22:30:13,230.62%,12.13MiB / 23.33GiB,0.05%
2025-02-15T22:30:16,232.79%,11.64MiB / 23.33GiB,0.05%
2025-02-15T22:30:20,231.54%,11.46MiB / 23.33GiB,0.05%
2025-02-15T22:30:23,234.73%,11.09MiB / 23.33GiB,0.05%
2025-02-15T22:30:27,237.80%,11.69MiB / 23.33GiB,0.05%
2025-02-15T22:30:31,232.47%,11.61MiB / 23.33GiB,0.05%
2025-02-15T22:30:34,230.73%,11.62MiB / 23.33GiB,0.05%
2025-02-15T22:30:38,231.23%,11.46MiB / 23.33GiB,0.05%
2025-02-15T22:30:42,232.77%,11.71MiB / 23.33GiB,0.05%
2025-02-15T22:30:45,233.61%,11.78MiB / 23.33GiB,0.05%
2025-02-15T22:30:49,233.04%,11.61MiB / 23.33GiB,0.05%
2025-02-15T22:30:52,231.89%,11.24MiB / 23.33GiB,0.05%
2025-02-15T22:30:56,232.69%,11.86MiB / 23.33GiB,0.05%
2025-02-15T22:31:00,232.11%,11.49MiB / 23.33GiB,0.05%
2025-02-15T22:31:03,234.19%,11.48MiB / 23.33GiB,0.05%
2025-02-15T22:31:07,232.12%,11.52MiB / 23.33GiB,0.05%
2025-02-15T22:31:11,233.22%,11.62MiB / 23.33GiB,0.05%
2025-02-15T22:31:14,231.66%,11.48MiB / 23.33GiB,0.05%
2025-02-15T22:31:18,234.37%,11.83MiB / 23.33GiB,0.05%
2025-02-15T22:31:21,233.59%,11.63MiB / 23.33GiB,0.05%
2025-02-15T22:31:25,232.52%,11.57MiB / 23.33GiB,0.05%
2025-02-15T22:31:29,233.28%,11.25MiB / 23.33GiB,0.05%
2025-02-15T22:31:32,231.04%,11.35MiB / 23.33GiB,0.05%
2025-02-15T22:31:36,231.83%,11.48MiB / 23.33GiB,0.05%
2025-02-15T22:31:39,233.69%,11.54MiB / 23.33GiB,0.05%
2025-02-15T22:31:43,232.27%,11.76MiB / 23.33GiB,0.05%
2025-02-15T22:31:47,227.74%,11.63MiB / 23.33GiB,0.05%
2025-02-15T22:31:50,231.70%,11.36MiB / 23.33GiB,0.05%
2025-02-15T22:31:54,233.70%,11.47MiB / 23.33GiB,0.05%
2025-02-15T22:31:58,228.29%,11.3MiB / 23.33GiB,0.05%
2025-02-15T22:32:01,231.65%,11.65MiB / 23.33GiB,0.05%
2025-02-15T22:32:05,58.72%,10.65MiB / 23.33GiB,0.04%
2025-02-15T22:32:08,0.00%,10.6MiB / 23.33GiB,0.04%
2025-02-15T22:32:12,0.00%,10.59MiB / 23.33GiB,0.04%
2025-02-15T22:32:16,0.00%,10.59MiB / 23.33GiB,0.04%
2025-02-15T22:32:19,0.00%,10.59MiB / 23.33GiB,0.04%
2025-02-15T22:32:23,0.00%,10.59MiB / 23.33GiB,0.04%
2025-02-15T22:32:26,0.00%,10.59MiB / 23.33GiB,0.04%
2025-02-15T22:32:30,0.00%,10.59MiB / 23.33GiB,0.04%
2025-02-15T22:32:59,0.51%,90.52MiB / 23.33GiB,0.38%
2025-02-15T22:33:03,0.50%,90.52MiB / 23.33GiB,0.38%
2025-02-15T22:33:07,0.50%,90.52MiB / 23.33GiB,0.38%
2025-02-15T22:33:10,0.50%,90.52MiB / 23.33GiB,0.38%
2025-02-15T22:33:14,0.49%,90.52MiB / 23.33GiB,0.38%
2025-02-15T22:33:17,0.51%,90.52MiB / 23.33GiB,0.38%
2025-02-15T22:33:21,0.90%,90.92MiB / 23.33GiB,0.38%
2025-02-15T22:33:25,311.59%,91.23MiB / 23.33GiB,0.38%
2025-02-15T22:33:28,314.69%,91.23MiB / 23.33GiB,0.38%
2025-02-15T22:33:32,315.59%,91.86MiB / 23.33GiB,0.38%
2025-02-15T22:33:35,321.32%,91.57MiB / 23.33GiB,0.38%
